VIN (1-10),County,City,State,ZIP Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location
WBA8E1C51H,Snohomish,BOTHELL,WA,98012,2017,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,44100,1,320061430,POINT (-122.20151499999999 47.843376)
5YJ3E1EA9J,King,SEATTLE,WA,98105,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,43,143452424,POINT (-122.298657 47.663771)
5YJYGDEE3L,King,KIRKLAND,WA,98034,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,315,0,1,132189732,POINT (-122.204248 47.719278)
5YJ3E1EBXJ,Spokane,SPOKANE,WA,99203,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,6,474607059,POINT (-117.40447600000002 47.629317)
5YJ3E1EB0K,Clark,VANCOUVER,WA,98665,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,35000,49,476745601,POINT (-122.65680300000001 45.682725)
5YJ3E1EA1L,King,REDMOND,WA,98053,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,45,102774108,POINT (-122.024951 47.670286)
5YJSA1H19E,King,KIRKLAND,WA,98033,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,45,419513,POINT (-122.188994 47.678406)
1G1RD6S50J,Skagit,MOUNT VERNON,WA,98274,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,34095,10,306585555,POINT (-122.250701 48.368138)
5YJSA1E2XJ,King,BELLEVUE,WA,98006,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,74500,41,334933301,POINT (-122.151342 47.560192)
5YJ3E1EB4J,King,SEATTLE,WA,98109,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,36,229808372,POINT (-122.346385 47.630685)
5YJXCAE28G,King,SEATTLE,WA,98103,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,74000,43,135751542,POINT (-122.343577 47.672491)
5YJSA1H23F,Snohomish,MUKILTEO,WA,98275,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,21,200910090,POINT (-122.30250700000002 47.911921)
WA1G2AFY6L,King,SEATTLE,WA,98199,2020,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,20,43300,36,117496984,POINT (-122.399558 47.648651)
WBY1Z4C55F,Snohomish,EVERETT,WA,98208,2015,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72,42400,44,235223376,POINT (-122.19615 47.894423)
5YJXCAE2XK,Spokane,SPOKANE,WA,99202,2019,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289,88000,3,316299420,POINT (-117.37979299999999 47.656684)
1FADP5CU5D,Island,FREELAND,WA,98249,2013,FORD,C-MAX ENERGI,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,31665,10,128488797,POINT (-122.539078 48.019041)
1FADP5CUXF,King,SEATTLE,WA,98136,2015,FORD,C-MAX ENERGI,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,31770,34,230942988,POINT (-122.38895500000001 47.537382)
5YJ3E1EB4K,Clark,VANCOUVER,WA,98664,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,35000,49,306501667,POINT (-122.577964 45.620940000000004)
5UXKT0C52J,King,SEATTLE,WA,98103,2018,BMW,X5 XDRIVE40E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,13,63750,43,311501753,POINT (-122.343577 47.672491)
5YJSA1AGXD,King,KIRKLAND,WA,98034,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,45,144762656,POINT (-122.204248 47.719278)
KNDJX3AE4G,King,FEDERAL WAY,WA,98023,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,30,152493785,POINT (-122.362029 47.308531)
5YJ3E1EAXJ,King,REDMOND,WA,98052,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,45,298408344,POINT (-122.122018 47.678465)
1G1RA6S5XH,King,SEATTLE,WA,98112,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,33220,37,267804904,POINT (-122.296466 47.631708)
1N4AZ1CP9K,Thurston,OLYMPIA,WA,98501,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,29990,22,475072944,POINT (-122.87404199999999 46.998873)
WVWPR7AU3H,King,SEATTLE,WA,98177,2017,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,125,30495,36,218118659,POINT (-122.37015900000002 47.743354)
5YJSA1E21F,Snohomish,MONROE,WA,98272,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,39,117116625,POINT (-121.92791 47.853585)
5YJ3E1EA3J,Snohomish,MONROE,WA,98272,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,39,266014612,POINT (-121.92791 47.853585)
1N4AZ0CP2D,King,REDMOND,WA,98052,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,28800,48,251648211,POINT (-122.122018 47.678465)
5YJ3E1EB2J,King,SEATTLE,WA,98122,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,37,151760815,POINT (-122.303413 47.61065)
KNDCC3LD9J,King,VASHON,WA,98070,2018,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,27900,34,308972184,POINT (-122.469161 47.415443)
1N4AZ0CP9D,Pierce,PUYALLUP,WA,98373,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,28800,25,10286,POINT (-122.32430800000002 47.149041)
JA4J24A51L,King,VASHON,WA,98070,2020,MITSUBISHI,OUTLANDER - PHEV,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22,0,34,135040314,POINT (-122.469161 47.415443)
5YJSA1E26G,King,SEATTLE,WA,98112,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,66000,43,242157800,POINT (-122.296466 47.631708)
5YJSA1E21G,King,BELLEVUE,WA,98006,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,66000,41,347825019,POINT (-122.151342 47.560192)
5YJSA1CG2D,Kitsap,BREMERTON,WA,98312,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,26,134449045,POINT (-122.72468200000002 47.57271)
JHMZC5F3XJ,King,SEATTLE,WA,98115,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,33400,46,165724744,POINT (-122.297534 47.685291)
WVWKP7AU7G,King,SEATTLE,WA,98102,2016,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,83,28995,43,233000127,POINT (-122.321673 47.634289)
1G1RA6S59H,Pierce,LAKE TAPPS,WA,98391,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,33220,31,128730038,POINT (-122.170798 47.184615)
1FADP5CU7G,King,SEATTLE,WA,98105,2016,FORD,C-MAX ENERGI,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,31770,43,135022555,POINT (-122.298657 47.663771)
2C4RC1N73H,Grant,MOSES LAKE,WA,98837,2017,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,41995,13,133203661,POINT (-119.280576 47.149471)
5YJYGDEE0L,Chelan,LEAVENWORTH,WA,98826,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,315,0,12,107818700,POINT (-120.73040299999998 47.74993200000001)
5YJXCBE21H,Pierce,ROY,WA,98580,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,82500,2,180365720,POINT (-122.471983 46.953968)
WVWPR7AU8K,King,SEATTLE,WA,98112,2019,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,125,0,43,120600504,POINT (-122.296466 47.631708)
5YJXCBE23H,Snohomish,EVERETT,WA,98204,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,82500,21,2484275,POINT (-122.255648 47.899424)
5YJ3E1EA8L,Snohomish,ARLINGTON,WA,98223,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,10,2621797,POINT (-122.04520400000001 48.194010000000006)
1N4AZ0CP2F,Pierce,TACOMA,WA,98407,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,29010,27,122257026,POINT (-122.506857 47.285977)
1N4AZ0CP0G,Spokane,SPOKANE,WA,99218,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,29010,7,348637789,POINT (-117.41294900000001 47.756419)
5YJYGDEE9L,King,ISSAQUAH,WA,98027,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,315,0,5,125755535,POINT (-122.010741 47.506838)
5YJYGDEE5M,Snohomish,LAKE STEVENS,WA,98258,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,44,135134954,POINT (-122.085999 48.016305)
JTDKARFP2L,Clark,WASHOUGAL,WA,98671,2020,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,18,310648887,POINT (-122.26199299999999 45.622947)
WA1LAAGE4K,King,REDMOND,WA,98052,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,204,74800,48,167229002,POINT (-122.122018 47.678465)
1N4BZ0CP9G,King,SHORELINE,WA,98155,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,29010,32,476078564,POINT (-122.30332400000002 47.756486)
1N4AZ1CP9K,King,SEATTLE,WA,98108,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,29990,11,475451000,POINT (-122.31336800000001 47.54411)
WA1E2AFY1L,King,SEATTLE,WA,98105,2020,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,20,0,43,125861494,POINT (-122.298657 47.663771)
1N4AZ0CPXD,Clark,VANCOUVER,WA,98664,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,28800,49,169289095,POINT (-122.577964 45.620940000000004)
WBAJA9C5XJ,Pierce,LAKE TAPPS,WA,98391,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,52650,31,282237588,POINT (-122.170798 47.184615)
1G1RB6E41D,King,LAKE FOREST PARK,WA,98155,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,39145,46,198459768,POINT (-122.30332400000002 47.756486)
KNDCC3LG1K,Snohomish,EVERETT,WA,98203,2019,KIA,NIRO ELECTRIC,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,38500,38,6084599,POINT (-122.227707 47.943014)
1N4AZ0CP9D,Kitsap,PORT ORCHARD,WA,98367,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,28800,26,207343356,POINT (-122.65890100000001 47.466778)
5YJ3E1EA1L,King,REDMOND,WA,98052,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,45,8719168,POINT (-122.122018 47.678465)
2C4RC1N71J,Pierce,LAKEWOOD,WA,98498,2018,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,39995,28,468804052,POINT (-122.55645 47.162344)
5YJ3E1EB4K,Snohomish,EVERETT,WA,98208,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,35000,44,215076620,POINT (-122.19615 47.894423)
1N4BZ0CP2G,Pierce,TACOMA,WA,98406,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,29010,27,162059068,POINT (-122.50257399999998 47.262788)
5YJSA1H18F,King,SAMMAMISH,WA,98074,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,45,343969,POINT (-122.04272399999999 47.623594)
1FADP5CU5D,King,BELLEVUE,WA,98006,2013,FORD,C-MAX ENERGI,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,31665,41,150494970,POINT (-122.151342 47.560192)
WBY1Z4C54E,Thurston,LACEY,WA,98503,2014,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72,41350,22,108078666,POINT (-122.80237 47.02499)
WA1G2AFY0L,King,BELLEVUE,WA,98004,2020,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,20,43300,48,131432465,POINT (-122.20316899999999 47.619011)
1G1FW6S00H,Clark,RIDGEFIELD,WA,98642,2017,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,37495,18,348290981,POINT (-122.692143 45.797008)
5YJSA1E2XG,Spokane,SPOKANE,WA,99201,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,66000,3,198359115,POINT (-117.43332400000001 47.662261)
5YJ3E1EA4J,King,REDMOND,WA,98052,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,45,299000383,POINT (-122.122018 47.678465)
5YJ3E1EA4K,King,RENTON,WA,98057,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,35000,37,311629209,POINT (-122.215501 47.476576)
5YJ3E1EA8L,King,SEATTLE,WA,98109,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,43,3495131,POINT (-122.346385 47.630685)
1FADP5CUXF,King,SEATTLE,WA,98199,2015,FORD,C-MAX ENERGI,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,31770,36,115022134,POINT (-122.399558 47.648651)
5YJSA1E21G,Klickitat,WHITE SALMON,WA,98672,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,66000,14,250294131,POINT (-121.469889 45.795046)
WVWPR7AU7K,King,SEATTLE,WA,98144,2019,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,125,0,37,114408661,POINT (-122.30033 47.585339)
5YJ3E1EA3J,Kitsap,BAINBRIDGE ISLAND,WA,98110,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,23,219697278,POINT (-122.534497 47.643688)
1N4AZ0CP4G,King,REDMOND,WA,98052,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,29010,45,251813299,POINT (-122.122018 47.678465)
5YJ3E1EA7K,King,FALL CITY,WA,98024,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,35000,5,478002794,POINT (-121.84461600000002 47.592152)
5YJSA1E27G,King,SEATTLE,WA,98107,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,66000,36,136843794,POINT (-122.375438 47.667804)
5YJYGDEE4L,King,SEATTLE,WA,98119,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,315,0,36,110913148,POINT (-122.36772100000002 47.639264)
5YJXCBE22G,Whatcom,BELLINGHAM,WA,98226,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,74000,40,317756757,POINT (-122.454718 48.801538)
5YJSA1S26F,King,BELLEVUE,WA,98004,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,41,329443481,POINT (-122.20316899999999 47.619011)
1N4AZ0CP2F,Douglas,EAST WENATCHEE,WA,98802,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,29010,12,165316119,POINT (-120.241485 47.454995)
5YJ3E1EB0J,King,FEDERAL WAY,WA,98003,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,30,342257114,POINT (-122.313367 47.310006)
JA4J24A54J,Thurston,OLYMPIA,WA,98513,2018,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22,34595,2,476034394,POINT (-122.75117900000001 47.002092)
1G1FZ6S00K,King,SEATTLE,WA,98125,2019,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,36620,46,133465013,POINT (-122.303604 47.716244)
1N4AZ0CPXD,King,SHORELINE,WA,98177,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,28800,32,220165739,POINT (-122.37015900000002 47.743354)
5YJ3E1EAXJ,King,KIRKLAND,WA,98034,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,45,475137673,POINT (-122.204248 47.719278)
5YJYGDEE3L,King,SEATTLE,WA,98116,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,315,0,34,109332828,POINT (-122.394511 47.574001)
5YJ3E1EA9J,King,MEDINA,WA,98039,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,48,347741901,POINT (-122.23458900000001 47.626443)
1G1RB6E46D,Spokane,LIBERTY LAKE,WA,99019,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,39145,4,175087937,POINT (-117.083224 47.660645)
1FADP5CUXD,King,VASHON,WA,98070,2013,FORD,C-MAX ENERGI,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,31665,34,348570302,POINT (-122.469161 47.415443)
5YJYGDEE0L,King,SEATTLE,WA,98125,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,315,0,46,124437155,POINT (-122.303604 47.716244)
5YJYGDEE0L,Spokane,SPOKANE,WA,99218,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,315,0,7,112467022,POINT (-117.41294900000001 47.756419)
1G1RC6S55H,Whitman,PULLMAN,WA,99163,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,33220,9,174400103,POINT (-117.191532 46.734481)
1G1FW6S03J,King,SEATTLE,WA,98104,2018,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,37495,43,286760183,POINT (-122.32861100000001 47.602601)
5YJSA1E2XG,King,KIRKLAND,WA,98034,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,66000,45,120334532,POINT (-122.204248 47.719278)
5YJYGDEE2M,King,RENTON,WA,98055,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,33,135285314,POINT (-122.2016 47.447869)
1N4AZ0CP6D,King,BELLEVUE,WA,98008,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,28800,48,250210768,POINT (-122.117365 47.609515)
WVWPR7AU9K,King,SEATTLE,WA,98107,2019,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,125,0,43,3597947,POINT (-122.375438 47.667804)
5YJ3E1EB8J,Spokane,SPOKANE,WA,99224,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,6,167090976,POINT (-117.50543600000002 47.633834)
1G1FY6S05L,Franklin,PASCO,WA,99301,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,16,109141889,POINT (-118.98992 46.371381)
1G1RG6E42E,Spokane,CHENEY,WA,99004,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,34185,6,146225362,POINT (-117.61765699999998 47.449801)
1G1RH6E40E,Skagit,ANACORTES,WA,98221,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,34185,40,9250272,POINT (-122.62841800000001 48.487079)
5YJ3E1EB7L,King,MAPLE VALLEY,WA,98038,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,5,125859086,POINT (-122.02812000000002 47.393554)
1N4AZ0CP9E,King,BELLEVUE,WA,98008,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,28980,48,183046804,POINT (-122.117365 47.609515)
1G1RD6E49F,Pierce,ROY,WA,98580,2015,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,34170,2,292899540,POINT (-122.471983 46.953968)
3FA6P0SU7F,Pierce,LAKE TAPPS,WA,98391,2015,FORD,FUSION ENERGI,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,34800,31,474702966,POINT (-122.170798 47.184615)
5YJXCAE29G,King,KIRKLAND,WA,98034,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,74000,1,131830401,POINT (-122.204248 47.719278)
5YJ3E1EA3J,Clallam,SEQUIM,WA,98382,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,24,165105167,POINT (-123.092863 48.056267)
5YJ3E1EB4K,Pierce,GIG HARBOR,WA,98335,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,35000,26,476713583,POINT (-122.612932 47.300296)
1N4AZ0CP6F,Thurston,OLYMPIA,WA,98516,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,29010,22,125343151,POINT (-122.78187600000001 47.089772)
5YJ3E1EB4K,King,SAMMAMISH,WA,98075,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,35000,41,474684878,POINT (-122.028168 47.586173)
5YJ3E1EB4K,Pierce,PUYALLUP,WA,98372,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,35000,25,101961478,POINT (-122.27076099999998 47.205558)
5YJSA1E18G,Pierce,AUBURN,WA,98092,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,66000,31,478274156,POINT (-122.148214 47.292978)
5YJYGDEE5M,King,SEATTLE,WA,98103,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,43,132193694,POINT (-122.343577 47.672491)
JTDKN3DP6C,King,RENTON,WA,98056,2012,TOYOTA,PRIUS,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,6,32000,11,208033626,POINT (-122.183961 47.510245)
5YJXCAE29J,King,SHORELINE,WA,98155,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,79500,32,298809423,POINT (-122.30332400000002 47.756486)
1N4AZ0CP2F,King,BOTHELL,WA,98011,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,29010,1,242422946,POINT (-122.197147 47.757791)
1N4AZ0CP2D,King,WOODINVILLE,WA,98077,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,28800,45,115762146,POINT (-122.05752200000002 47.749161)
WBY1Z8C35H,Kitsap,PORT ORCHARD,WA,98367,2017,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,97,42400,26,172695190,POINT (-122.65890100000001 47.466778)
5YJ3E1EB1J,Clark,VANCOUVER,WA,98661,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,49,476581304,POINT (-122.62505 45.640901)
JHMZC5F17J,Jefferson,PORT TOWNSEND,WA,98368,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,33400,24,252409888,POINT (-122.81801600000001 48.080229)
WA1E2AFY9L,Pierce,TACOMA,WA,98409,2020,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,20,0,29,102984514,POINT (-122.480106 47.211446)
JTDKARFP3H,Thurston,OLYMPIA,WA,98506,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,27100,22,349621065,POINT (-122.86836 47.085951)
5YJSA1E27K,King,KIRKLAND,WA,98033,2019,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,270,79000,45,124772056,POINT (-122.188994 47.678406)
5YJSA1E21H,Snohomish,MARYSVILLE,WA,98270,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,68000,44,349177958,POINT (-122.14805699999998 48.060301)
